Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Rwanda,RWA,2009,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,17.6657695770264
Rwanda,RWA,2008,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,17.8878402709961
Rwanda,RWA,2001,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,2.58442997932434
Rwanda,RWA,2021,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,27.3005409240723
Rwanda,RWA,2019,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,27.0531196594238
Rwanda,RWA,2018,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,22.1160697937012
Rwanda,RWA,2017,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,21.6354103088379
Rwanda,RWA,2016,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,18.4296207427979
Rwanda,RWA,2015,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,18.4569702148438
Rwanda,RWA,2014,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,16.2175197601318
Rwanda,RWA,2013,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,14.7918195724487
